,director,director_gender,actor1,actor1_gender,actor2,actor2_gender,actor3,actor3_gender
4269,Frank Coraci,2.0,Kevin James,2.0,Rosario Dawson,1.0,Sylvester Stallone,2.0
4270,Seth Gordon,2.0,Jennifer Aniston,1.0,Jason Bateman,2.0,Charlie Day,2.0
4271,John Lasseter,2.0,Owen Wilson,2.0,Larry the Cable Guy,2.0,Michael Caine,2.0
4272,John Carpenter,2.0,Lyndsy Fonseca,1.0,Amber Heard,1.0,Danielle Panabaker,1.0
4273,Andrew Rossi,2.0,David Carr,0.0,Brian Stelter,0.0,Bruce Headlam,0.0
4274,David Yates,2.0,Daniel Radcliffe,2.0,Rupert Grint,2.0,Emma Watson,1.0
4275,Rodman Flender,2.0,Conan O'Brien,2.0,Andy Richter,2.0,Jimmy Vivino,0.0
4276,Nicolas Winding Refn,2.0,Ryan Gosling,2.0,Carey Mulligan,1.0,Bryan Cranston,2.0
4277,Wayne Wang,0.0,Li Bingbing,1.0,Jun Ji-hyun,1.0,Hugh Jackman,2.0
4278,Joe Johnston,2.0,Chris Evans,2.0,Hugo Weaving,2.0,Tommy Lee Jones,2.0
4279,Glenn Ficarra,2.0,Steve Carell,2.0,Julianne Moore,1.0,Ryan Gosling,2.0
4280,Lone Scherfig,1.0,Anne Hathaway,1.0,Jim Sturgess,2.0,Patricia Clarkson,1.0
4281,John Michael McDonagh,2.0,Brendan Gleeson,2.0,Don Cheadle,2.0,Liam Cunningham,2.0
4282,Stephen Anderson,0.0,Jim Cummings,2.0,Travis Oates,2.0,Bud Luckey,2.0
4283,Alex Zamm,2.0,Odette Annable,1.0,George Lopez,2.0,Zachary Gordon,2.0
4284,Raja Gosnell,2.0,Hank Azaria,2.0,Neil Patrick Harris,2.0,Jayma Mays,1.0
4285,Kevin Munroe,2.0,Brandon Routh,2.0,Peter Stormare,2.0,Sam Huntington,0.0
4286,Will Gluck,2.0,Justin Timberlake,2.0,Mila Kunis,1.0,Patricia Clarkson,1.0
4287,Ben Gluck,2.0,Hayden Panettiere,1.0,Justin Long,2.0,Dennis Hopper,2.0
4288,Elliott Lester,0.0,Jason Statham,2.0,Paddy Considine,2.0,Aidan Gillen,2.0
4289,Jesse Peretz,0.0,Paul Rudd,2.0,Elizabeth Banks,1.0,Zooey Deschanel,1.0
4290,Marc Forby,2.0,Q'orianka Kilcher,1.0,Barry Pepper,2.0,Will Patton,2.0
4291,Andy de Emmony,2.0,Aqib Khan,0.0,Om Puri,2.0,Linda Bassett,1.0
4292,Rupert Wyatt,0.0,James Franco,2.0,Freida Pinto,1.0,John Lithgow,2.0
4293,Azazel Jacobs,2.0,Jacob Wysocki,2.0,John C. Reilly,2.0,Creed Bratton,2.0
4294,David Dobkin,2.0,Olivia Wilde,1.0,Ryan Reynolds,2.0,Jason Bateman,2.0
4295,Tate Taylor,2.0,Emma Stone,1.0,Viola Davis,1.0,Octavia Spencer,1.0
4296,Ruben Fleischer,2.0,Jesse Eisenberg,2.0,Danny McBride,2.0,Aziz Ansari,2.0
4297,Kevin Tancharoen,2.0,Dianna Agron,1.0,Lea Michele,1.0,Gwyneth Paltrow,1.0
4298,Steven Quale,2.0,Emma Bell,1.0,Nicholas D'Agosto,2.0,Miles Fisher,2.0
4299,Robert Redford,2.0,Evan Rachel Wood,1.0,James McAvoy,2.0,Kevin Kline,2.0
4300,Todd Strauss-Schulson,2.0,Neil Patrick Harris,2.0,John Cho,2.0,Elias Koteas,2.0
4301,Robert Rodriguez,2.0,Jessica Alba,1.0,Mason Cook,2.0,Rowan Blanchard,1.0
4302,Troy Nixey,2.0,Katie Holmes,1.0,Guy Pearce,2.0,Bailee Madison,1.0
4303,Mike Cahill,2.0,William Mapother,2.0,Brit Marling,1.0,Matthew-Lee Erlbach,2.0
4304,Spencer Susser,2.0,Joseph Gordon-Levitt,2.0,Natalie Portman,1.0,Rainn Wilson,2.0
4305,Morgan Spurlock,2.0,Morgan Spurlock,2.0,Peter Berg,2.0,Paul Brennan,0.0
4306,John Madden,0.0,Helen Mirren,1.0,Ciarán Hinds,2.0,Tom Wilkinson,2.0
4307,Olivier Megaton,2.0,Zoe Saldana,1.0,Cliff Curtis,2.0,Callum Blue,2.0
4308,Richard Press,0.0,Bill Cunningham,2.0,Tom Wolfe,2.0,Anna Wintour,0.0
4309,Heidi Ewing,0.0,Zoe Sloane,0.0,Jade Viggiano,0.0,Amancaya Aguilar,0.0
4310,Joe Nussbaum,2.0,Aimee Teegarden,1.0,Thomas McDonell,2.0,Nicholas Braun,0.0
4311,Ben Palmer,0.0,Simon Bird,2.0,James Buckley,2.0,Blake Harrison,2.0
4312,Steve James,2.0,Tio Hardiman,0.0,Ameena Matthews,0.0,Cobe Williams,0.0
4313,Kevin Smith,2.0,Michael Parks,2.0,John Goodman,2.0,Melissa Leo,1.0
4314,Chris Weitz,0.0,Demián Bichir,2.0,José Julián,0.0,Chelsea Rendon,1.0
4315,Douglas McGrath,2.0,Sarah Jessica Parker,1.0,Pierce Brosnan,2.0,Sarah Shahi,1.0
4316,David R. Ellis,2.0,Sara Paxton,1.0,Chris Carmack,2.0,Joel David Moore,2.0
4317,Steven Soderbergh,2.0,Matt Damon,2.0,Gwyneth Paltrow,1.0,Kate Winslet,1.0
4318,William Lustig,2.0,Robert Forster,2.0,Fred Williamson,0.0,Richard Bright,2.0
4319,Bennett Miller,2.0,Brad Pitt,2.0,Jonah Hill,2.0,Philip Seymour Hoffman,2.0
4320,Gus Van Sant,2.0,Mia Wasikowska,1.0,Henry Hopper,2.0,Ryo Kase,2.0
4321,David Cronenberg,2.0,Keira Knightley,1.0,Viggo Mortensen,2.0,Michael Fassbender,2.0
4322,Gavin O'Connor,2.0,Tom Hardy,2.0,Jennifer Morrison,1.0,Nick Nolte,2.0
4323,George Clooney,2.0,Ryan Gosling,2.0,George Clooney,2.0,Philip Seymour Hoffman,2.0
4324,Ben Wheatley,2.0,Neil Maskell,2.0,MyAnna Buring,1.0,Harry Simpson,2.0
4325,Gary McKendry,0.0,Jason Statham,2.0,Clive Owen,2.0,Robert De Niro,2.0
4326,Evan Glodell,2.0,Evan Glodell,2.0,Jessie Wiseman,1.0,Tyler Dawson,2.0
4327,Jonathan Levine,2.0,Joseph Gordon-Levitt,2.0,Seth Rogen,2.0,Anna Kendrick,1.0
4328,Michel Hazanavicius,2.0,Jean Dujardin,2.0,Bérénice Bejo,1.0,John Goodman,2.0
4329,Jeff Nichols,2.0,Michael Shannon,2.0,Jessica Chastain,1.0,Katy Mixon,1.0
4330,Jim Kohlberg,0.0,J.K. Simmons,2.0,Lou Taylor Pucci,2.0,Julia Ormond,1.0
4331,Shawn Levy,2.0,Hugh Jackman,2.0,Dakota Goyo,2.0,Evangeline Lilly,1.0
4332,Cindy Meehl,1.0,Buck Brannaman,0.0,Robert Redford,2.0,Scarlett Johansson,1.0
4333,Sean Durkin,2.0,Elizabeth Olsen,1.0,Hugh Dancy,2.0,John Hawkes,2.0
4334,Lynne Ramsay,1.0,John C. Reilly,2.0,Tilda Swinton,1.0,Ezra Miller,2.0
4335,Andrew Niccol,2.0,Justin Timberlake,2.0,Amanda Seyfried,1.0,Cillian Murphy,2.0
4336,Roman Polanski,2.0,Kate Winslet,1.0,Jodie Foster,1.0,Christoph Waltz,2.0
4337,J.C. Chandor,0.0,Kevin Spacey,2.0,Paul Bettany,2.0,Jeremy Irons,2.0
4338,Henry Joost,2.0,Katie Featherston,1.0,Sprague Grayden,1.0,Lauren Bittner,1.0
4339,Nicole Kassell,1.0,Kate Hudson,1.0,Gael García Bernal,2.0,Romany Malco,2.0
4340,Oliver Parker,2.0,Rowan Atkinson,2.0,Dominic West,2.0,Gillian Anderson,1.0
4341,John Singleton,2.0,Taylor Lautner,2.0,Lily Collins,1.0,Alfred Molina,2.0
4342,Paolo Sorrentino,2.0,Sean Penn,2.0,Frances McDormand,1.0,Judd Hirsch,2.0
4343,Steve McQueen,2.0,Michael Fassbender,2.0,Carey Mulligan,1.0,James Badge Dale,2.0
4344,Mark Mylod,2.0,Chris Evans,2.0,Anna Faris,1.0,Martin Freeman,2.0
4345,Jim Sheridan,2.0,Daniel Craig,2.0,Naomi Watts,1.0,Rachel Weisz,1.0
4346,Morten Tyldum,2.0,Aksel Hennie,2.0,Nikolaj Coster-Waldau,2.0,Synnøve Macody Lund,1.0
4347,Marc Forster,2.0,Gerard Butler,2.0,Michelle Monaghan,1.0,Kathy Baker,1.0
4348,Roland Emmerich,2.0,Jamie Campbell Bower,2.0,Rhys Ifans,2.0,David Thewlis,2.0
4349,Bernard Rose,2.0,Rhys Ifans,2.0,Chloë Sevigny,1.0,David Thewlis,2.0
4350,Brett Ratner,2.0,Ben Stiller,2.0,Eddie Murphy,2.0,Casey Affleck,2.0
4351,Clint Eastwood,2.0,Leonardo DiCaprio,2.0,Josh Hamilton,2.0,Geoff Pierson,2.0
4352,Michael Brandt,2.0,Stephen Moyer,2.0,Topher Grace,2.0,Richard Gere,2.0
4353,Steven Spielberg,2.0,Jamie Bell,2.0,Andy Serkis,2.0,Daniel Craig,2.0
4354,Martin Scorsese,2.0,Ben Kingsley,2.0,Sacha Baron Cohen,2.0,Asa Butterfield,2.0
4355,Vera Farmiga,1.0,Vera Farmiga,1.0,Donna Murphy,1.0,Dagmara Domińczyk,1.0
4356,Tarsem Singh,2.0,Mickey Rourke,2.0,Kellan Lutz,2.0,Isabel Lucas,1.0
4357,Dennis Dugan,2.0,Adam Sandler,2.0,Katie Holmes,1.0,Al Pacino,2.0
4358,Lee Tamahori,2.0,Dominic Cooper,2.0,Ludivine Sagnier,1.0,Raad Rawi,0.0
4359,Mike Gunther,0.0,50 Cent,2.0,Ryan Phillippe,2.0,Bruce Willis,2.0
4360,Terence Davies,2.0,Rachel Weisz,1.0,Tom Hiddleston,2.0,Simon Russell Beale,2.0
4361,Sam Levinson,0.0,Ellen Barkin,1.0,Ezra Miller,2.0,Kate Bosworth,1.0
4362,Alexander Payne,0.0,George Clooney,2.0,Shailene Woodley,1.0,Amara Miller,1.0
4363,Drake Doremus,2.0,Anton Yelchin,2.0,Felicity Jones,1.0,Jennifer Lawrence,1.0
4364,James Bobin,0.0,Amy Adams,1.0,Jason Segel,2.0,Emily Blunt,1.0
4365,Bill Condon,2.0,Kristen Stewart,1.0,Robert Pattinson,2.0,Taylor Lautner,2.0
4366,Steven Spielberg,2.0,Tom Hiddleston,2.0,Benedict Cumberbatch,2.0,Toby Kebbell,2.0
4367,Bruce Robinson,0.0,Johnny Depp,2.0,Amber Heard,1.0,Aaron Eckhart,2.0
4368,Simon Curtis,2.0,Michelle Williams,1.0,Eddie Redmayne,2.0,Kenneth Branagh,2.0
4369,Andrew Haigh,2.0,Tom Cullen,2.0,Chris New,2.0,Jonathan Race,0.0
4370,David Gordon Green,2.0,Sam Rockwell,2.0,Jonah Hill,2.0,Max Records,0.0
4371,Stephen Daldry,2.0,Thomas Horn,2.0,Tom Hanks,2.0,Sandra Bullock,1.0
4372,Oren Moverman,2.0,Woody Harrelson,2.0,Steve Buscemi,2.0,Ben Foster,2.0
4373,George Miller,2.0,Elijah Wood,2.0,Robin Williams,2.0,Pink,1.0
4374,William Dear,2.0,Clifton Collins Jr,2.0,Cheech Marin,2.0,Moisés Arias,0.0
4375,Rob Minkoff,2.0,Patrick Dempsey,2.0,Ashley Judd,1.0,Tim Blake Nelson,2.0
4376,Walter Hill,2.0,Sylvester Stallone,2.0,Sung Kang,2.0,Sarah Shahi,1.0
4377,Simon West,2.0,Sylvester Stallone,2.0,Jason Statham,2.0,Dolph Lundgren,2.0
4378,George Sidney,2.0,Red Skelton,2.0,Esther Williams,1.0,Basil Rathbone,2.0
4379,Gary Ross,2.0,Jennifer Lawrence,1.0,Josh Hutcherson,2.0,Liam Hemsworth,2.0
4380,Christopher Nolan,2.0,Christian Bale,2.0,Michael Caine,2.0,Gary Oldman,2.0
4381,Tony Gilroy,2.0,Jeremy Renner,2.0,Rachel Weisz,1.0,Edward Norton,2.0
4382,Guy Ritchie,2.0,Robert Downey Jr.,2.0,Jude Law,2.0,Jared Harris,2.0
4383,Kevin Macdonald,2.0,Cindy Baer,1.0,Moica,0.0,Caryn Waechter,0.0
4384,Ralph Fiennes,2.0,Gerard Butler,2.0,Ralph Fiennes,2.0,Lubna Azabal,1.0
4385,Jason Reitman,2.0,Charlize Theron,1.0,Patton Oswalt,2.0,Patrick Wilson,2.0
4386,Garry Marshall,2.0,Robert De Niro,2.0,Katherine Heigl,1.0,Ashton Kutcher,2.0
4387,Brad Bird,2.0,Tom Cruise,2.0,Jeremy Renner,2.0,Simon Pegg,2.0
4388,Cameron Crowe,2.0,Matt Damon,2.0,Scarlett Johansson,1.0,Thomas Haden Church,2.0
4389,David Fincher,2.0,Daniel Craig,2.0,Rooney Mara,1.0,Christopher Plummer,2.0
4390,Chris Gorak,2.0,Emile Hirsch,2.0,Rachael Taylor,1.0,Olivia Thirlby,1.0
4391,Mike Mitchell,2.0,Jason Lee,2.0,David Cross,2.0,Jenny Slate,1.0
4392,Rodrigo García,2.0,Glenn Close,1.0,Mia Wasikowska,1.0,Aaron Taylor-Johnson,2.0
4393,Jennifer Westfeldt,1.0,Adam Scott,2.0,Jennifer Westfeldt,1.0,Jon Hamm,2.0
4394,Angelina Jolie,1.0,Zana Marjanović,0.0,Goran Kostić,2.0,Branko Đurić,2.0
4395,David Kaplan,0.0,Aasif Mandvi,2.0,Jess Weixler,1.0,Naseeruddin Shah,2.0
4396,William Brent Bell,2.0,Fernanda Andrade,1.0,Simon Quarterman,0.0,Evan Helmuth,2.0
4397,Constance Marks,1.0,Bill Barretta,2.0,Frank Oz,2.0,Whoopi Goldberg,1.0
4398,Charles Martin Smith,2.0,Morgan Freeman,2.0,Ashley Judd,1.0,Harry Connick Jr.,2.0
4399,Phyllida Lloyd,1.0,Meryl Streep,1.0,Anthony Stewart Head,2.0,Harry Lloyd,2.0
4400,Måns Mårlind,2.0,Kate Beckinsale,1.0,Stephen Rea,2.0,Michael Ealy,2.0
4401,Joe Carnahan,2.0,Liam Neeson,2.0,Dermot Mulroney,2.0,Frank Grillo,2.0
4402,Asger Leth,0.0,Sam Worthington,2.0,Elizabeth Banks,1.0,Jamie Bell,2.0
4403,Steven Soderbergh,2.0,Gina Carano,1.0,Ewan McGregor,2.0,Michael Fassbender,2.0
4404,Gonzalo López-Gallego,2.0,Ryan Robbins,2.0,Warren Christie,2.0,Lloyd Owen,2.0
4405,Roger Donaldson,2.0,Nicolas Cage,2.0,Guy Pearce,2.0,January Jones,1.0
4406,Anthony Hemingway,0.0,Bryan Cranston,2.0,David Oyelowo,2.0,Cuba Gooding Jr.,2.0
4407,Julie Anne Robinson,1.0,Katherine Heigl,1.0,Jason O'Mara,2.0,Daniel Sunjata,2.0
4408,Madonna,1.0,Abbie Cornish,1.0,Andrea Riseborough,1.0,James D'Arcy,2.0
4409,Ken Kwapis,0.0,Drew Barrymore,1.0,John Krasinski,2.0,Kristen Bell,1.0
4410,Josh Trank,2.0,Dane DeHaan,2.0,Alex Russell,2.0,Michael B. Jordan,2.0
4411,Gavin Wiesen,2.0,Freddie Highmore,2.0,Emma Roberts,1.0,Michael Angarano,2.0
4412,Michael Sucsy,2.0,Rachel McAdams,1.0,Channing Tatum,2.0,Sam Neill,2.0
4413,Louis C.K.,2.0,Louis C.K.,2.0,,,,
4414,Jamie Travis,0.0,Ari Graynor,1.0,Lauren Miller,1.0,Mark Webber,2.0
4415,Brad Peyton,2.0,Josh Hutcherson,2.0,Dwayne Johnson,2.0,Michael Caine,2.0
4416,David Mackenzie,2.0,Ewan McGregor,2.0,Eva Green,1.0,Ewen Bremner,2.0
4417,Brian Taylor,2.0,Nicolas Cage,2.0,Ciarán Hinds,2.0,Violante Placido,1.0
4418,Andrew Erwin,0.0,Rachel Hendrix ,0.0,Jason Burkey,0.0,Robert Amaya ,0.0
4419,Heitor Dhalia,2.0,Amanda Seyfried,1.0,Daniel Sunjata,2.0,Jennifer Carpenter,1.0
4420,Alex Kendrick,2.0,Alex Kendrick,2.0,Ken Bevel,2.0,Ben Davies,2.0
4421,Kyle Balda,0.0,Zac Efron,2.0,Danny DeVito,2.0,Taylor Swift,1.0
4422,David Frankel,2.0,Owen Wilson,2.0,Steve Martin,2.0,Jack Black,2.0
4423,Mike McCoy,2.0,Roselyn Sánchez,1.0,Emilio Rivera,2.0,Nestor Serrano,2.0
4424,McG,2.0,Reese Witherspoon,1.0,Chris Pine,2.0,Tom Hardy,2.0
4425,Andrew Stanton,2.0,Taylor Kitsch,2.0,Lynn Collins,1.0,Samantha Morton,1.0
4426,Michèle Hozer,1.0,Glenn Gould,0.0,,,,
4427,Lee Fulkerson,0.0,Lee Fulkerson,0.0,Matthew Lederman,0.0,Alona Pulde,0.0
4428,Michael Dowse,2.0,Seann William Scott,2.0,Jay Baruchel,2.0,Alison Pill,1.0
4429,Julian Schnabel,2.0,Freida Pinto,1.0,Hiam Abbass,1.0,Willem Dafoe,2.0
4430,Matthew Chapman,2.0,Patrick Wilson,2.0,Liv Tyler,1.0,Charlie Hunnam,2.0
4431,Phil Lord,0.0,Channing Tatum,2.0,Jonah Hill,2.0,Brie Larson,1.0
4432,Jay Duplass,0.0,Jason Segel,2.0,Ed Helms,2.0,Susan Sarandon,1.0
4433,Stephen St. Leger,0.0,Guy Pearce,2.0,Maggie Grace,1.0,Joseph Gilgun,2.0
4434,Julian Gilbey,2.0,Melissa George,1.0,Ed Speleers,2.0,Eamonn Walker,2.0
4435,David Gelb,2.0,Jiro Ono,0.0,Masuhiro Yamamoto,0.0,Yoshikazu Ono,0.0
4436,Lasse Hallström,2.0,Emily Blunt,1.0,Ewan McGregor,2.0,Kristin Scott Thomas,1.0
4437,Jonathan Liebesman,0.0,Sam Worthington,2.0,Liam Neeson,2.0,Ralph Fiennes,2.0
4438,Timo Vuorensola,2.0,Julia Dietze,1.0,Christopher Kirby,2.0,Götz Otto,0.0
4439,Jon Hurwitz,2.0,Jason Biggs,2.0,Alyson Hannigan,1.0,Seann William Scott,2.0
4440,Drew Goddard,2.0,Kristen Connolly,1.0,Chris Hemsworth,2.0,Anna Hutchison,1.0
4441,Bobcat Goldthwait,2.0,Joel Murray,2.0,Tara Lynne Barr,0.0,Mackenzie Brooke Smith,0.0
4442,Chris Kentis,2.0,Elizabeth Olsen,1.0,Adam Trese,2.0,Eric Sheffer Stevens,0.0
4443,Bobby Farrelly,2.0,Sean Hayes,2.0,Will Sasso,2.0,Chris Diamantopoulos,2.0
4444,Tarsem Singh,2.0,Julia Roberts,1.0,Lily Collins,1.0,Armie Hammer,2.0
4445,Peter Berg,2.0,Taylor Kitsch,2.0,Alexander Skarsgård,2.0,Rihanna,1.0
4446,John Madden,0.0,Bill Nighy,2.0,Maggie Smith,1.0,Tom Wilkinson,2.0
4447,Tanya Wexler,1.0,Maggie Gyllenhaal,1.0,Hugh Dancy,2.0,Jonathan Pryce,2.0
4448,Nicholas Stoller,2.0,Jason Segel,2.0,Emily Blunt,1.0,Chris Pratt,2.0
4449,Tim Story,2.0,Michael Ealy,2.0,Jerry Ferrara,2.0,Meagan Good,1.0
4450,Scott Hicks,2.0,Zac Efron,2.0,Blythe Danner,1.0,Taylor Schilling,1.0
4451,Ben Sombogaart,2.0,Karina Smulders,0.0,Waldemar Torenstra,2.0,Anna Drijver,0.0
4452,Salim Akil,2.0,Paula Patton,1.0,Julie Bowen,1.0,Meagan Good,1.0
4453,Tim Burton,2.0,Johnny Depp,2.0,Michelle Pfeiffer,1.0,Helena Bonham Carter,1.0
4454,Larry Charles,2.0,Sacha Baron Cohen,2.0,Sayed Badreya,2.0,Aasif Mandvi,2.0
4455,Barry Sonnenfeld,2.0,Will Smith,2.0,Tommy Lee Jones,2.0,Josh Brolin,2.0
4456,Rupert Sanders,2.0,Kristen Stewart,1.0,Charlize Theron,1.0,Chris Hemsworth,2.0
4457,Bradley Parker,0.0,Jesse McCartney,2.0,Jonathan Sadowski,2.0,Olivia Taylor Dudley,1.0
4458,Peter Lord,2.0,Hugh Grant,2.0,Brendan Gleeson,2.0,Jeremy Piven,2.0
4459,Ridley Scott,2.0,Noomi Rapace,1.0,Michael Fassbender,2.0,Guy Pearce,2.0
4460,David Wain,2.0,Paul Rudd,2.0,Jennifer Aniston,1.0,Justin Theroux,2.0
4461,Wes Anderson,2.0,Bruce Willis,2.0,Edward Norton,2.0,Jared Gilman,2.0
4462,Ami Canaan Mann,1.0,Sam Worthington,2.0,Jessica Chastain,1.0,Chloë Grace Moretz,1.0
4463,Stephan Elliott,2.0,Rebel Wilson,1.0,Xavier Samuel,2.0,Olivia Newton-John,1.0
4464,David Cronenberg,2.0,Robert Pattinson,2.0,Juliette Binoche,1.0,Sarah Gadon,1.0
4465,Brian Robbins,2.0,Eddie Murphy,2.0,Allison Janney,1.0,Cliff Curtis,2.0
4466,Richard A. Colla,2.0,Holly Marie Combs,1.0,David Lipper,2.0,Cassidy Rae,1.0
4467,Colin Trevorrow,2.0,Aubrey Plaza,1.0,Mark Duplass,2.0,Jake Johnson,2.0
4468,Conrad Vernon,2.0,Ben Stiller,2.0,Sacha Baron Cohen,2.0,David Schwimmer,2.0
4469,Mateo Gil,2.0,Sam Shepard,2.0,Magaly Solier,0.0,Eduardo Noriega,2.0
4470,Lynn Shelton,1.0,Mark Duplass,2.0,Emily Blunt,1.0,Rosemarie DeWitt,1.0
4471,Brenda Chapman,1.0,Kelly Macdonald,1.0,Billy Connolly,0.0,Emma Thompson,1.0
4472,Nick Ormerod,2.0,Robert Pattinson,2.0,Uma Thurman,1.0,Christina Ricci,1.0
4473,Kirk Jones,0.0,Cameron Diaz,1.0,Jennifer Lopez,1.0,Elizabeth Banks,1.0
4474,Woody Allen,2.0,Woody Allen,2.0,Roberto Benigni,2.0,Penélope Cruz,1.0
4475,Timur Bekmambetov,2.0,Benjamin Walker,2.0,Dominic Cooper,2.0,Anthony Mackie,2.0
4476,Noel Clarke,2.0,Emma Roberts,1.0,Noel Clarke,2.0,Ophelia Lovibond,1.0
4477,Dean Wright,2.0,Eva Longoria,1.0,Andy García,2.0,Oscar Isaac,2.0
4478,Adam Shankman,2.0,Julianne Hough,1.0,Diego Boneta,2.0,Tom Cruise,2.0
4479,Lorene Scafaria,1.0,Steve Carell,2.0,Keira Knightley,1.0,Connie Britton,1.0
4480,Seth MacFarlane,2.0,Mark Wahlberg,2.0,Mila Kunis,1.0,Seth MacFarlane,2.0
4481,Steven Soderbergh,2.0,Channing Tatum,2.0,Matthew McConaughey,2.0,Alex Pettyfer,2.0
4482,Walter Salles,2.0,Garrett Hedlund,2.0,Sam Riley,2.0,Kristen Stewart,1.0
4483,Marc Webb,2.0,Andrew Garfield,2.0,Emma Stone,1.0,Rhys Ifans,2.0
4484,Steve Martino,2.0,John Leguizamo,2.0,Ray Romano,2.0,Chris Wedge,2.0
4485,Benh Zeitlin,0.0,Quvenzhané Wallis,1.0,Dwight Henry,0.0,Levy Easterly,2.0
4486,Alex Kurtzman,2.0,Chris Pine,2.0,Elizabeth Banks,1.0,Olivia Wilde,1.0
4487,Qasim Basir,0.0,Nia Long,1.0,Danny Glover,2.0,Evan Ross,2.0
4488,Akiva Schaffer,2.0,Ben Stiller,2.0,Vince Vaughn,2.0,Jonah Hill,2.0
4489,Julie Delpy,1.0,Julie Delpy,1.0,Dylan Baker,2.0,Chris Rock,2.0
4490,William Friedkin,0.0,Matthew McConaughey,2.0,Emile Hirsch,2.0,Thomas Haden Church,2.0
4491,Paul Weitz,2.0,Robert De Niro,2.0,Julianne Moore,1.0,Paul Dano,2.0
4492,Jonathan Dayton,2.0,Paul Dano,2.0,Zoe Kazan,1.0,Chris Messina,2.0
4493,Ken Loach,2.0,Paul Brannigan,0.0,Siobhan Reilly,0.0,John Henshaw,2.0
4494,Sam Mendes,2.0,Daniel Craig,2.0,Judi Dench,1.0,Javier Bardem,2.0
4495,Jay Roach,2.0,Will Ferrell,2.0,Zach Galifianakis,2.0,Dylan McDermott,2.0
4496,Lauren Greenfield,1.0,Jackie Siegel,0.0,David Siegel,0.0,Virginia Nebab,0.0
4497,Sam Fell,2.0,Kodi Smit-McPhee,2.0,Tucker Albrizzi,2.0,Jodelle Ferland,1.0
4498,David Bowers,2.0,Zachary Gordon,2.0,Robert Capron,2.0,Devon Bostick,2.0
4499,Lee Toland Krieger,2.0,Rashida Jones,1.0,Andy Samberg,2.0,Elijah Wood,2.0
4500,Dax Shepard,2.0,Kristen Bell,1.0,Dax Shepard,2.0,Tom Arnold,2.0
4501,David Koepp,2.0,Joseph Gordon-Levitt,2.0,Michael Shannon,2.0,Dania Ramirez,1.0
4502,Peter Hedges,2.0,Jennifer Garner,1.0,Joel Edgerton,2.0,Ron Livingston,2.0
4503,John Hillcoat,2.0,Shia LaBeouf,2.0,Tom Hardy,2.0,Guy Pearce,2.0
4504,John Gulager,2.0,Danielle Panabaker,1.0,Matt Bush,2.0,Katrina Bowden,1.0
4505,Ole Bornedal,2.0,Jeffrey Dean Morgan,2.0,Natasha Calis,0.0,Madison Davenport,1.0
4506,Todd Lincoln ,0.0,Ashley Greene,1.0,Sebastian Stan,2.0,Tom Felton,2.0
4507,Leslye Headland,0.0,Kirsten Dunst,1.0,Isla Fisher,1.0,Lizzy Caplan,1.0
4508,Brian Klugman,2.0,Bradley Cooper,2.0,Zoe Saldana,1.0,Jeremy Irons,2.0
4509,Jason Moore,2.0,Anna Kendrick,1.0,Skylar Astin,2.0,Brittany Snow,1.0
4510,Rian Johnson,2.0,Joseph Gordon-Levitt,2.0,Bruce Willis,2.0,Emily Blunt,1.0
4511,Craig Zobel,0.0,Ann Dowd,1.0,Dreama Walker,1.0,Pat Healy,2.0
4512,Sean Anders,2.0,Adam Sandler,2.0,Susan Sarandon,1.0,Eva Amurri Martino,1.0
4513,James Sbardellati,0.0,Rick Hill,2.0,Barbi Benton,1.0,Richard Brooker,2.0
4514,Jake Schreier,0.0,Frank Langella,2.0,Liv Tyler,1.0,James Marsden,2.0
4515,Alison Klayman,0.0,Ai Weiwei,0.0,Dan-qing Chen,0.0,,
4516,Paul W.S. Anderson,2.0,Milla Jovovich,1.0,Sienna Guillory,1.0,Michelle Rodriguez,1.0
4517,Fernando Meirelles,2.0,Rachel Weisz,1.0,Jude Law,2.0,Ben Foster,2.0
4518,Daryl Wein,2.0,Greta Gerwig,1.0,Joel Kinnaman,2.0,Bill Pullman,2.0
4519,Paul Thomas Anderson,2.0,Joaquin Phoenix,2.0,Philip Seymour Hoffman,2.0,Amy Adams,1.0
4520,Pete Travis,0.0,Karl Urban,2.0,Olivia Thirlby,1.0,Lena Headey,1.0
4521,Nicholas Jarecki,2.0,Richard Gere,2.0,Susan Sarandon,1.0,Tim Roth,2.0
4522,David Ayer,0.0,Jake Gyllenhaal,2.0,Michael Peña,2.0,Natalie Martinez,1.0
4523,Joe Swanberg,0.0,Calvin Lee Reeder,2.0,Lane Hughes,2.0,Adam Wingard,2.0
4524,Stephen Chbosky,2.0,Logan Lerman,2.0,Emma Watson,1.0,Ezra Miller,2.0
4525,Leos Carax,0.0,Eva Mendes,1.0,Kylie Minogue,1.0,Michel Piccoli,2.0
4526,Salim Akil,2.0,Whitney Houston,1.0,Cee Lo Green,2.0,Derek Luke,2.0
4527,Jill Sprecher,1.0,Greg Kinnear,2.0,Lea Thompson,1.0,Billy Crudup,2.0
4528,Rodrigo Cortés,0.0,Sigourney Weaver,1.0,Robert De Niro,2.0,Cillian Murphy,2.0
4529,Olivier Megaton,2.0,Liam Neeson,2.0,Maggie Grace,1.0,Famke Janssen,1.0
4530,Lee Daniels,2.0,Zac Efron,2.0,Matthew McConaughey,2.0,Nicole Kidman,1.0
